video_id,title,views,tags,channel_name,subscribers,search_query,thumbnail_url,duration_seconds,thumbnail_path,search_volume
FXkYUGhfu2Q,[FREE FOR PROFIT] Playboi Carti x Yeat Type Beat - Fool,1471189,cochise untagged type beat|cochise x snot type beat|playboi carti type beat|playboi carti type beat free|playboi carti type beat free for profit|playboi carti untagged|playboi carti untagged type beat|tell em|whats up|free beat for profit|free for frofit yeat type beat|free for profit cochise type beat|free for profit playboi carti type beat|free for profit beat|free for profit type beat|sorry bout that|tell em type beat|untagged|yeat type beat,YUREI,15800,hyperpop type beat,https://i.ytimg.com/vi/FXkYUGhfu2Q/maxresdefault.jpg,124,thumbnails\FXkYUGhfu2Q.jpg,0.0
vHKeSABLdOg,(FREE FOR PROFIT) Melodic Type Beat ~ Hyperpop Vibes,935746,free for profit melodic type beat|melodic type beat|melodic type beat free for profit|free for profit type beat|free for profit beats|free for profit|free melodic type beat|melodic type beat free|free melodic beat|melodic beat free|melodic trap type beat|melodic trap beat|melodic beat|melodic beats|type beat melodic|type beat|melodic,Zyeq,25900,hyperpop type beat,https://i.ytimg.com/vi/vHKeSABLdOg/maxresdefault.jpg,235,thumbnails\vHKeSABLdOg.jpg,0.0
HAdYssDdKb4,"*FREE* hyperpop x miss the rage type beat - ""2 da moon"" (prod.@sheepy_kid @goddamnbeats )",834601,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2022|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|midwxst type beat|hyperpop beat|bladee type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|100 gecs type beat free|miss the rage|miss the rage type beat|rage type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/HAdYssDdKb4/hqdefault.jpg,159,thumbnails\HAdYssDdKb4.jpg,0.0
dk5e1L4I31s,"*FREE* hyperpop x glitchcore x d0llywood1 type beat - ""2D game"" (prod.@sheepy_kid)",672894,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2021|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|charli xcx type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|p4rkr type beat|100 gecs type beat free,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/dk5e1L4I31s/hqdefault.jpg,157,thumbnails\dk5e1L4I31s.jpg,0.0
jXmLHvL89T8,"[FREE FOR PROFIT] HYPERPOP TYPE BEAT - ""VIRGQ"" (prod.reezgy)",449155,aggressive hyperpop type beat|emo hyperpop type beat free for profit|glitchcore type beat|hard hyperpop type beat free for profit|hyperpop drain type beat free for profit|hyperpop type beat|hyperpop type beat 2022|hyperpop type beat anime|hyperpop type beat free|hyperpop type beat free for profit|hyperpop type beat free for profit 100 gecs|hyperpop type beat free for profit with hook|hyperpop type beat glaive|hyperpop type beat with hook|free hyperpop type beat,rené ,6900,hyperpop type beat,https://i.ytimg.com/vi/jXmLHvL89T8/maxresdefault.jpg,70,thumbnails\jXmLHvL89T8.jpg,0.0
cJQpSYnicgs,"*FREE* hyperpop x glitchcore x dnb type beat - ""emotions+""(prod.@sheepy_kid)",343598,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2021|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|charli xcx type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|p4rkr type beat|100 gecs type beat free,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/cJQpSYnicgs/hqdefault.jpg,155,thumbnails\cJQpSYnicgs.jpg,0.0
PSem4PA3SKk,"[FREE FOR PROFIT] midwxst x glaive x hyperpop type beat ""My Girl""",299521,glaive type beat|hyperpop type beat|midwxst type beat|glaive type beat 2022|free glaive type beat|free hyperpop type beat|hyperpop type beat free|hyperpop type beat 2022|midwxst type beat 2022|free for profit midwxst type beat|free midwxst type beat|midwxst type beat free for profit|glaive type beat free for profit|yameii type beat|deko type beat free|hyperpop type beat free for profit|midwxst type beat 2023|glaive type beat 2023|hyperpop type beat 2023,OhMyGon!,21900,hyperpop type beat,https://i.ytimg.com/vi/PSem4PA3SKk/maxresdefault.jpg,146,thumbnails\PSem4PA3SKk.jpg,0.0
Io4aouqeD7Q,"2010 pop x hyperpop type beat ""project x""",294499,hyperpop type beat|hyperpop type beat free|free hyperpop type beat|hyperpop type beat 2023|bladee type beat|hyperpop type beat free for profit|drain gang type beat|rage hyperpop type beat|100 gecs type beat|hyperpop type beat guitar|brakence type beat|midwxst type beat|ericdoa type beat|ericdoa type beat pop|2010 pop type beat|2010 electro pop type beat|pop type beat|pop type beat 2010|silento type beat|2010 type beat pop|2010 type beat|kesha type beat,Geam,59400,hyperpop type beat,https://i.ytimg.com/vi/Io4aouqeD7Q/maxresdefault.jpg,164,thumbnails\Io4aouqeD7Q.jpg,0.0
PK_dj0l_1Ys,"[FREE] Pop Punk Rock x Hyperpop Type Beat - ""Sebring"" (prod. by Klimlords x Yago)",265229,,Klimlords Beats,33900,hyperpop type beat,https://i.ytimg.com/vi/PK_dj0l_1Ys/maxresdefault.jpg,146,thumbnails\PK_dj0l_1Ys.jpg,0.0
8p11xqC8WJ0,"[FREE FOR PROFIT] Hyperpop x Pop Type Beat - ""twin""",259480,glaive type beat|glaive type beat 2023|glaive ericdoa type beat|ericdoa type beat|brakence type beat|midwxst type beat|aldn type beat|hyperpop guitar type beat|hyperpop type beat|hyperpop beat|hyper pop type beat|free glaive type beat|hyperpop type beat free for profit|hyperpop type beat 2023|aries type beat|glitchcore type beat|glaive type beat hyperpop|pop type beat 2023|indie pop type beat|pop type beat|bedroom pop type beat|beat|anti pop type beat,siem spark,28200,hyperpop type beat,https://i.ytimg.com/vi/8p11xqC8WJ0/maxresdefault.jpg,136,thumbnails\8p11xqC8WJ0.jpg,0.0
cBb-7sL6puM,"*FREE* hyperpop x glitchcore type beat - ""xanaxxx"" (prod.@sheepy_kid + @z3nny)",256271,hyperpop type beat|glitchcore type beat|free hyperpop type beat|glaive type beat|hyper pop type beat|hyperpop type beat 2021|brakence type beat|100 gecs type beat|hyperpop type beat free|ericdoa type beat|hyperpop beat|free glitchcore type beat|p4rkr type beat|osquinn type beat|midwxst type beat|bladee type beat|hyperpop edm type beat|charli xcx type beat|edm type beat|free 100 gecs type beat|free type beat|hyperpop dance type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/cBb-7sL6puM/maxresdefault.jpg,133,thumbnails\cBb-7sL6puM.jpg,0.0
cBb-7sL6puM,"*FREE* hyperpop x glitchcore type beat - ""xanaxxx"" (prod.@sheepy_kid + @z3nny)",256267,hyperpop type beat|glitchcore type beat|free hyperpop type beat|glaive type beat|hyper pop type beat|hyperpop type beat 2021|brakence type beat|100 gecs type beat|hyperpop type beat free|ericdoa type beat|hyperpop beat|free glitchcore type beat|p4rkr type beat|osquinn type beat|midwxst type beat|bladee type beat|hyperpop edm type beat|charli xcx type beat|edm type beat|free 100 gecs type beat|free type beat|hyperpop dance type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/cBb-7sL6puM/maxresdefault.jpg,133,thumbnails\cBb-7sL6puM.jpg,0.0
M5dnbEpNnjA,"[free] lucki type beat - ""ATM""",244738,lucki type beat|free lucki type beat|lucki type beat free|lucki type beats|lucki sad type beat|lucki type beat sad|lucki type beat hard|free lucki type beat sad|lucki type beat 2023|lucki beat|lucki type beat free 2022|lucki x kankan type beat|lucky type beat|lucki type beat 2024|destroy lonely type beat|hardrock type beat|iayze type beat|gemini type beat|ambient type beat|playboi carti type beat|lucki type beat 2025|nettspend|osamason,shvde*,73100,hyperpop type beat,https://i.ytimg.com/vi/M5dnbEpNnjA/maxresdefault.jpg,105,thumbnails\M5dnbEpNnjA.jpg,0.0
z8quNZxmmXI,"*FREE* hyperpop x digicore type beat - ""in my dreams"" (prod.@sheepy_kid)",222654,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2021|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|p4rkr type beat|anime type beat|digicore|digicore type beat|hyperpop,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/z8quNZxmmXI/maxresdefault.jpg,127,thumbnails\z8quNZxmmXI.jpg,0.0
XPlBPrcFnps,"[free] hyperpop x glitchore type beat ""starlight"" (prod.by Kolji)",214062,,kolji ,1140,hyperpop type beat,https://i.ytimg.com/vi/XPlBPrcFnps/maxresdefault.jpg,76,thumbnails\XPlBPrcFnps.jpg,0.0
6wN9pyQOXPE,"[SOLD] midwxst x glaive x hyperpop type beat ""Poison II""",211676,glaive type beat|brakence type beat|hyperpop type beat|midwxst type beat|vaeo type beat|rouri404 type beat|destroy lonely type beat|ericdoa type beat|free for profit midwxst type beat|midwxst type beat 2022|free midwxst type beat|midwxst type beat 2023|midwxst type beat free for profit|glaive type beat hyperpop|glaive type beat 2022|free glaive type beat|glaive type beat free for profit|glaive type beat 2023|hyperpop type beat free|free hyperpop type beat,OhMyGon!,21900,hyperpop type beat,https://i.ytimg.com/vi/6wN9pyQOXPE/maxresdefault.jpg,104,thumbnails\6wN9pyQOXPE.jpg,0.0
9FVUPchT3b8,"[FREE] Hyperpop Type Beat x Midwxst x Glaive - ""Infinity""",204143,hyperpop type beat|glitchcore type beat|glaive type beat|hyper pop type beat|brakence type beat|100 gecs type beat|hyperpop type beat free|ericdoa type beat|hyperpop beat|guitar hyperpop type beat|pop punk type beat|klimlords type beat|underscores type beat|punk rock type beat|free hyperpop type beat|midwxst type beat,Klimlords Beats,33900,hyperpop type beat,https://i.ytimg.com/vi/9FVUPchT3b8/maxresdefault.jpg,122,thumbnails\9FVUPchT3b8.jpg,0.0
15l_9kGc9tY,"*FREE* hyperpop x playboi carti x yeat type beat - ""miss u"" (prod.@sheepy_kid x @whymillyy)",182733,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2021|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|p4rkr type beat|100 gecs type beat free|anime|anime type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/15l_9kGc9tY/maxresdefault.jpg,93,thumbnails\15l_9kGc9tY.jpg,0.0
8IHgIFw0_lw,"*FREE* Rage x Hyperpop Type Beat - ""No Sleep"" (prod. sheepy x squirl beats x yukkayo)",182663,hyperpop type beat|free hyperpop type beat|free rage type beat|rage type beat|glaive type beat|miss the rage type beat|playboi carti type beat|100 gecs type beat|trippie redd type beat|midwxst type beat|hyperpop beat|bladee type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|anime|anime type beat|guitar type beat|guitar hyperpop type beat|juice wrld type beat|breakcore|breakcore type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/8IHgIFw0_lw/hqdefault.jpg,159,thumbnails\8IHgIFw0_lw.jpg,0.0
-BtksQpOWUk,"*FREE* hyperpop x anime type beat - ""save me"" (prod.@sheepy_kid)",162634,glitchcore type beat|hyperpop type beat|free hyperpop type beat|hyperpop type beat 2021|hyperpop type beat free|free glitchcore type beat|hyper pop type beat|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|charli xcx type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|p4rkr type beat|100 gecs type beat free,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/-BtksQpOWUk/hqdefault.jpg,188,thumbnails\-BtksQpOWUk.jpg,0.0
gE9HoQFwUjY,"[FREE] Hyperpop Type Beat x Rage Type Beat - ""TRAP QUEEN"" | Trippie Redd Type Beat",147342,hyperpop type beat|rage type beat|destroy lonely type beat|dom corleo type beat|pluggnb type beat|heroinwater type beat|sofaygo type beat|lil uzi vert type beat|trippie redd type beat|playboi carti type beat|hyperpop type beat free|lancey foux type beat|summrs type beat|iayze type beat|ken carson type beat|yeat type beat|bladee type beat|mayot type beat|cheromani type beat|lovv66 type beat|uglystephan type beat|платина type beat|benjicold type beat,Fantom,110000,hyperpop type beat,https://i.ytimg.com/vi/gE9HoQFwUjY/maxresdefault.jpg,153,thumbnails\gE9HoQFwUjY.jpg,0.0
0epL3D1xgDQ,"*FREE* Rage Type Beat x Hyperpop - ""extasyy"" (prod. sheepy x aiko!)",132368,rage type beat|free rage type beat|free hyperpop type beat|hyperpop|rage|miss the rage type beat|trippie redd type beat|free trippie redd type beat|free type beat|rage type beat 2022|anime|anime type beat|100 gecs type beat|free 100 gecs type beat|hypertrap type beat|trap type beat|edm|edm type beat|breakcore type beat|breakcore|sofygo type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/0epL3D1xgDQ/hqdefault.jpg,184,thumbnails\0epL3D1xgDQ.jpg,0.0
0epL3D1xgDQ,"*FREE* Rage Type Beat x Hyperpop - ""extasyy"" (prod. sheepy x aiko!)",132368,rage type beat|free rage type beat|free hyperpop type beat|hyperpop|rage|miss the rage type beat|trippie redd type beat|free trippie redd type beat|free type beat|rage type beat 2022|anime|anime type beat|100 gecs type beat|free 100 gecs type beat|hypertrap type beat|trap type beat|edm|edm type beat|breakcore type beat|breakcore|sofygo type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/0epL3D1xgDQ/hqdefault.jpg,184,thumbnails\0epL3D1xgDQ.jpg,0.0
YR_kHM-shog,[FREE FOR PROFIT] Hyperpop x Trap Metal Type Beat - Horny,124726,trap beat free|freestyle type beat|trippie redd type beat|playboi carti type beat|lil uzi vert type beat|opium type beat|free opium type beat|free for profit opium type beat|hard type beat|distorted type beat|phonk type beat|hard 808 type beat|distorted 808 type beat|hard dark type beat|scarlxrd type beat|prxjek type beat|ezediel type beat|ghostemane type beat|jasiah type beat|sybyr type beat|chxpo type beat|xxxtentacion type beat,METEOR ,2380,hyperpop type beat,https://i.ytimg.com/vi/YR_kHM-shog/maxresdefault.jpg,128,thumbnails\YR_kHM-shog.jpg,0.0
_jWlk7DhWGQ,[FREE] YEAT x LIL UZI VERT x HYPERPOP Type Beat - Nö Sleep - (prod. mercidundee x aunix),118892,yeat type beat|free yeat type beat|yeat type beat free|free yeat beat|free yeat type beats|yeat type beats|hard yeat type beat|yeat type beat 2022|free yeat type beat 2022|yeat free type beat 2022|2022 yeat type beat|yeat 2alive type beat|YEAT|type beat|kankan type beat|free kankan type beat|kankan type beat 2022|kankan|lil uzi vert type beat|free lil uzi vert type beat|hyper pop type beat|ken carson type beat|hyperpop|free ken carson type beat,mercidundee,1160,hyperpop type beat,https://i.ytimg.com/vi/_jWlk7DhWGQ/maxresdefault.jpg,131,thumbnails\_jWlk7DhWGQ.jpg,0.0
E80tXY0Wb7U,"*FREE* guitar hyperpop x glitchcore type beat - ""luna"" (prod. sheepy x staywoozy)",111630,glitchcore type beat|hyperpop type beat|hyperpop type beat 2022|free glitchcore type beat|hyperpop|glaive type beat|brakence type beat|ericdoa type beat|100 gecs type beat|osquinn type beat|midwxst type beat|hyperpop beat|bladee type beat|free 100 gecs type beat|hyperpop edm type beat|free type beat|hyperpop dance type beat|anime|anime type beat|guitar type beat|guitar hyperpop type beat|juice wrld type beat|breakcore|breakcore type beat,sheepy,38400,hyperpop type beat,https://i.ytimg.com/vi/E80tXY0Wb7U/maxresdefault.jpg,154,thumbnails\E80tXY0Wb7U.jpg,0.0
Bf-Kqer8III,"[FREE] Hyperpop Type Beat x Midwxst x Glaive - ""PingPong""",111119,hyperpop type beat|glitchcore type beat|glaive type beat|hyper pop type beat|brakence type beat|100 gecs type beat|hyperpop type beat free|ericdoa type beat|hyperpop beat|guitar hyperpop type beat|pop punk type beat|klimlords type beat|underscores type beat|punk rock type beat|free hyperpop type beat|midwxst type beat,Klimlords Beats,33900,hyperpop type beat,https://i.ytimg.com/vi/Bf-Kqer8III/maxresdefault.jpg,117,thumbnails\Bf-Kqer8III.jpg,0.0
dokNOGbDBdE,"[SOLD] hyperpop x scenecore x rave type beat ""lights""",110020,hyperpop type beat|hyperpop type beat free|free hyperpop type beat|hyperpop type beat 2022|bladee type beat|hyperpop type beat free for profit|drain gang type beat|vinso type beat|rage hyperpop type beat|hyperpop type beat rage|scenecore type beat|scenecore type beat free|scenecore hyperpop type beat|osquinn type beat|rave type beat|glitchcore type beat|oaf1 type beat|rave type beat hyperpop|rave type beat free|digicore type beat|xaxanity type beat,Geam,59400,hyperpop type beat,https://i.ytimg.com/vi/dokNOGbDBdE/maxresdefault.jpg,121,thumbnails\dokNOGbDBdE.jpg,0.0
vGNdtqXI8qQ,"[FREE FOR PROFIT] midwxst x hyperpop x glaive type beat ""Matryoshka""",106684,ericdoa type beat|hyperpop type beat|midwxst type beat|glaive ericdoa type beat|glaive type beat|guitar hyperpop type beat|free hyperpop type beat|hyperpop type beat free|midwxst type beat free for profit|midwxst type beat 2023|free midwxst type beat|ericdoa type beat free for profit|ericdoa type beat 2024|hyperpop type beat 2024|hyperpop type beat free for profit|hyperpop|midwxst type beat 2024|ohmygon|ohmygon type beat|geam|siem spark,OhMyGon!,21900,hyperpop type beat,https://i.ytimg.com/vi/vGNdtqXI8qQ/hqdefault.jpg,77,thumbnails\vGNdtqXI8qQ.jpg,0.0
lA0C8NBuDO0,"*free for profit* dark hyperpop type beat - ""no way"" (prod. kuva)",105086,,kuva,4350,hyperpop type beat,https://i.ytimg.com/vi/lA0C8NBuDO0/maxresdefault.jpg,143,thumbnails\lA0C8NBuDO0.jpg,0.0
KovYlnMIKn8,"*free* hyperpop + digicore type beat ""007"" (w/ blckhrt)",96385,hyperpop|hyperpop type beat|hyperpop type beat free for profit|digicore|digicore type beat|digicore type beat free for profit|elxnce|elxnce type beat|elxnce type beat free for profit|lieu|lieu type beat|lieu type beat free for profit|dolly type beat|dolly type beat free for profit|twikipedia|twikipedia type beat free for profit|4am|4am type beat|4am type beat free for profit|novagang type beat|novagang type beat free for profit|nightiger|@nightigerxo,nightiger,27900,hyperpop type beat,https://i.ytimg.com/vi/KovYlnMIKn8/maxresdefault.jpg,122,thumbnails\KovYlnMIKn8.jpg,0.0
Y13si97wz30,"[FREE] Brakence x Hyperpop Drill Emo Guitar Type Beat ""5g"" (Prod. IOF)",91735,brakence type beat|brakence|brakence type beat free|breakence type beat emo|brakence type beat drill|brakence type beat hyperpop|brakence type instrumental|brakence type beat hyperpop drill|hyperpop type beat|hyperpop drill type beat|emo drill type beat|hyperpop type beat free|hyperpop type instrumental free|hyperpop type instrumental|hyperpop guitar type beat|hyperpop emo type beat|hyperpop drill instrumental|brakence instumental free|brakence 5g,prodbyIOF,145000,hyperpop type beat,https://i.ytimg.com/vi/Y13si97wz30/maxresdefault.jpg,158,thumbnails\Y13si97wz30.jpg,0.0
gWhGqII8N_M,2hollis + star boy + trauma type beat,85186,2hollis|2hollis type beat|edm|edm type beat|house|house type beat|hard dance type beat|free for profit|crystal castles type beat|drain gang type beat|drain|star boy|star boy type|bladee type beat|electroclash|electroclash type beat|2010 edm type beat|club house|ecco2k type beat|skrillex type beat|hyperpop type beat|hyperpop|eurodance type beat|yabujin type beat|free beat|pop type beat|forzen,forzen,4580,2hollis type beat,https://i.ytimg.com/vi/gWhGqII8N_M/hqdefault.jpg,93,thumbnails\gWhGqII8N_M.jpg,11237409.0
9X4drAvskc4,[FREE] EUROBEAT x HYPERPOP TYPE BEAT | INSTRUMENTAL DE EUROBEAT - UNDERWORLD,84326,EUROBEAT|HYPERPOP|ORSLOK|SARAMALACARA|ROJUU|TYPEBEAT|FREE|EUROBEATTYPEBEAT|TECHNO|SARAMALACARATYPEBEAT|MAXVALENZUELA|MAXVALENZUELATYPEBEAT,daitana,4060,hyperpop type beat,https://i.ytimg.com/vi/9X4drAvskc4/maxresdefault.jpg,148,thumbnails\9X4drAvskc4.jpg,0.0
yK8PgLenRLQ,"[FREE] sad glitchcore x hyperpop type beat - ""depression"" (prod. by less lame)",79156,hyperpop type beat|glitchcore type beat|sad hyperpop type beat|sad glitchcore type beat|emotional hyperpop type beat|emotional glitchcore type beat|hyperpop glitchcore type beat|glaive type beat|100 gecs type beat|prod less lame|less lame|lesslamebeats|free hyperpop type beat|hyperpop type beat free|hyper pop type beat|free glitchcore type beat|bladee type beat|sqwore type beat|osquinn type beat|100 gecs type beat free|hyperpop beat|hyperpop|type beat,Less Lame,1280,hyperpop type beat,https://i.ytimg.com/vi/yK8PgLenRLQ/maxresdefault.jpg,139,thumbnails\yK8PgLenRLQ.jpg,0.0
wU_HN2f8L-I,"[FREE]  hyperpop x glitchcore type beat - ""escalation""",76355,,sullen♡,753,hyperpop type beat,https://i.ytimg.com/vi/wU_HN2f8L-I/maxresdefault.jpg,125,thumbnails\wU_HN2f8L-I.jpg,0.0
OE2O3eACJ50,*free for profit* 2hollis type beat - *challenge*,76142,2hollis|2hollis safety|2hollis type beat|2hollis type beat free|As Within So Without|beat|bladee type beat|club type beat|drain gang|ecco2k type beat|ericdoa type beat|free 2hollis type beat|free type beat|freestyle type beat|god type beat|hard type beat|house type beat|joalisho|mage 1|meta|midwxst type beat|pop type beat|rap beat|sad 2hollis type beat|the jarl|trap beat|type beat|type beat free|white tiger|yung lean type beat,+fiftyzeros,5670,2hollis type beat,https://i.ytimg.com/vi/OE2O3eACJ50/maxresdefault.jpg,131,thumbnails\OE2O3eACJ50.jpg,11237409.0
Jh4kZf4K8os,[free] hyperpop + digicore type beat “gen4” (prod. homeboyjakob),75467,hyperpop type beat|hyperpop type beat free|free hyperpop type beat|hyperpop type beat 2022|glitchcore type beat|bladee type beat|hyperpop type beat free for profit|ripsquad type beat|rage hyperpop type beat|rage type beat free|digicore type beat|digicore type beat free|digicore hyperpop type beat|homeboyjakob|free digicore type beat|anime type beat|virtual type beat|free virtual type beat|yeat type beat|tik tok type beat|8 bit type beat|pokemon|buizel,homeboyjakob,3550,hyperpop type beat,https://i.ytimg.com/vi/Jh4kZf4K8os/maxresdefault.jpg,114,thumbnails\Jh4kZf4K8os.jpg,0.0
alXwjgxv1yw,"[free] 2hollis + starboy + trauma type beat ""post traumatic"" | prod. morecalcium",74046,2hollis|2hollis type beat|edm|edm type beat|house type beat|hard dance type beat|free for profit|crystal castles type beat|drain gang type beat|star boy|star boy type|bladee type beat|electroclash|electroclash type beat|2010 edm type beat|club house|ecco2k type beat|skrillex type beat|hyperpop type beat|hyperpop|eurodance type beat|yabujin type beat|free beat|pop type beat|morecalcium|trauma type beat|starboy type beat|2hollis x trauma type beat,morecalcium,9190,2hollis type beat,https://i.ytimg.com/vi/alXwjgxv1yw/maxresdefault.jpg,105,thumbnails\alXwjgxv1yw.jpg,11237409.0
Vtd5_f1basQ,"[FREE] Charli XCX x Hyperpop Type Beat - ""CRUSH!""",69434,hyperpop type beat|charli xcx type beat|bladee type beat|hyperpop trap beat|ericdoa type beat|playboi carti type beat|glaive type beat|glitchcore type beat|breakcore type beat|100 gecs type beat|edm type beat|dance type beat|hyper pop type beat|hyperpop dance type beat|hyperpop instrumental|hyperpop beats|fantom type beat|sophie type beat|type beat 2024|hyperpop type beat 2024|midwxst type beat|hyperpop edm type beat|free type beat,Fantom,110000,hyperpop type beat,https://i.ytimg.com/vi/Vtd5_f1basQ/maxresdefault.jpg,124,thumbnails\Vtd5_f1basQ.jpg,0.0
BsCKjrpjC-M,"[SOLD] 2HOLLIS + TRAUMA type beat ""gypsum"" (prod. dellyones)",67595,2hollis jeans type beat|2hollis ken carson type beat|2hollis trauma type beat|2hollis type beat|2hollis type beat free|2hollis type beat free for profit|2hollis type beat jeans|2hollis type beat trauma|2hollis x hard dance type beat|free 2hollis type beat|hard dance type beat|star boy type beat|starboy type beat|ken carson type beat,dellyones,870,2hollis type beat,https://i.ytimg.com/vi/BsCKjrpjC-M/maxresdefault.jpg,115,thumbnails\BsCKjrpjC-M.jpg,11237409.0
20T2aT6V5-c,(FREE) Hyperpop x DnB Type beat “Wanna Sleep :(“,65653,100 gecs type beat|Aldn type beat|Anti pop type beat|Aries type beat|Brakence type beat|Dc the don type beat|Dnb type beat|Ericdoa type beat|Glaive type beat|Glitchcore type beat|House type beat|Hyperpop dnb type beat|Hyperpop type beat|Midwxst type beat|Ohmygon|Pop type beat|Siem spark|Underscores type beat|free glaive type beat|glaive type beat 2023|hyper pop type beat|hyperpop type beat free for profit|midwxst type beat 2023,made by maiden!,1110,hyperpop type beat,https://i.ytimg.com/vi/20T2aT6V5-c/maxresdefault.jpg,146,thumbnails\20T2aT6V5-c.jpg,0.0
ROHKX8_ji-c,free nate sib + 2hollis + gunnr type beat envy,62022,free 2hollis type beat|2hollis type beat free|nate sib type beat|2hollis type beat|2hollis dance type beat|star boy x 2hollis type beat|sad 2hollis type beat|type beat free|2hollis x hard dance type beat|free nate sib famous type beat|star boy type beat|star boy 2hollis type beat|hard type beat|nate sib famous type beat|type beat|pop type beat|club type beat|hard dance type beat|midwxst type beat|nate sib|ericdoa type beat|2hollis,tiresss / underrated club,5910,nate sib type beat,https://i.ytimg.com/vi/ROHKX8_ji-c/maxresdefault.jpg,122,thumbnails\ROHKX8_ji-c.jpg,261955.0
iKgUt8M3V0U,"[FREE] 2Hollis x Ken Carson Type Beat - ""DRINK""",55930,ken carson type beat|free ken carson type beat|ken carson type beat 2024|free ken carson type beat 2024|ken carson type beat free|ken carson beat|free ken carson beat|ken carson type beats|free ken carson type beats|agc type beat|2hollis type beat|free 2hollis type beat|2hollis type beat 2024|free 2hollis type beat 2024|2hollis type beat free|2hollis beat|free 2hollis beat|2hollis type beats|flowrency,FLOWRENCY,17300,2hollis type beat,https://i.ytimg.com/vi/iKgUt8M3V0U/maxresdefault.jpg,124,thumbnails\iKgUt8M3V0U.jpg,11237409.0
Funu8GtBsiY,"[free] 2hollis + nate sib + star boy type beat ""psychedelic""",55828,2hollis type beat|free 2hollis type beat|2hollis type beat free|star boy x 2hollis type beat|sad 2hollis type beat|star boy type beat|2hollis dance type beat|hard type beat|joalisho|ericdoa type beat|star boy 2hollis type beat|bladee type beat|god type beat|club type beat|type beat|midwxst type beat|ecco2k type beat|type beat free|hard dance type beat|hyperpop dance type beat|2hollis x hard dance type beat|2hollis hard dance club type beat,dragnways I,1010,2hollis type beat,https://i.ytimg.com/vi/Funu8GtBsiY/maxresdefault.jpg,145,thumbnails\Funu8GtBsiY.jpg,11237409.0
M4xZIfMlYPQ,"[FREE FOR PROFIT] Ericdoa x Brakence Hyperpop Type Beat - ""prince""",54913,glaive type beat|glaive type beat 2023|glaive ericdoa type beat|ericdoa type beat|brakence type beat|midwxst type beat|aldn type beat|hyperpop guitar type beat|hyperpop type beat|hyperpop beat|hyper pop type beat|free glaive type beat|hyperpop type beat free for profit|hyperpop type beat 2023|aries type beat|glitchcore type beat|glaive type beat hyperpop|pop type beat 2023|indie pop type beat|pop type beat|bedroom pop type beat|beat|anti pop type beat,siem spark,28200,hyperpop type beat,https://i.ytimg.com/vi/M4xZIfMlYPQ/maxresdefault.jpg,133,thumbnails\M4xZIfMlYPQ.jpg,0.0
